common-block,file,module,operation,direction
chebyshev.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py,numpy.polynomial.chebyshev,chebdomain,WRITE
chebyshev.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py,numpy.polynomial.chebyshev,chebzero,WRITE
chebyshev.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py,numpy.polynomial.chebyshev,chebone,WRITE
chebyshev.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py,numpy.polynomial.chebyshev,chebx,WRITE
test_unicode.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_unicode.py,lib_core.test_unicode,ucs2_value,WRITE
test_unicode.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_unicode.py,lib_core.test_unicode,ucs4_value,WRITE
__init__.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/__init__.py,lif2py.__init__,__all__,WRITE
__init__.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/__init__.py,lif2py.__init__,run_main,WRITE
__init__.py,/home/dl/.local/lib/python3.10/site-packages/numpy/f2py/__init__.py,lif2py.__init__,main,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,npyvs,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,npyv,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,npyv2,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,unsigned_sfx,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,signed_sfx,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,fp_sfx,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,int_sfx,WRITE
test_simd_module.py,/home/dl/.local/lib/python3.10/site-packages/numpy/_core/tests/test_simd_module.py,lib_core.test_simd_module,all_sfx,WRITE
test_laguerre.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/tests/test_laguerre.py,numpy.polynomial.tests.test_laguerre,L0,WRITE
test_laguerre.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/tests/test_laguerre.py,numpy.polynomial.tests.test_laguerre,L1,WRITE
test_laguerre.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/tests/test_laguerre.py,numpy.polynomial.tests.test_laguerre,L2,WRITE
test_laguerre.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/tests/test_laguerre.py,numpy.polynomial.tests.test_laguerre,L3,WRITE
test_laguerre.py,/home/dl/.local/lib/python3.10/site-packages/numpy/polynomial/tests/test_laguerre.py,numpy.polynomial.tests.test_laguerre,L4,WRITE
