callerfilename,callermodule,caller,callee
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_log_scales,np.log
./apps/matplotlib/lib/mpl_toolkits/axisartist/axis_artist.py,matplotlib.axisartist.axis_artist,get_attribute_from_ref_artist,super
./apps/matplotlib/lib/matplotlib/__init__.py,matplotlib.__init__,_get_config_or_cache_dir,_log.warning
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,_is_tensorflow_array,is_tensor
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_calling_conventions,np.ones
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,__init__,super
./apps/matplotlib/tools/generate_matplotlibrc.py,matplotlib.tests.generate_matplotlibrc,__call__,enumerate
./apps/matplotlib/lib/matplotlib/sphinxext/plot_directive.py,matplotlib.sphinxext.plot_directive,render_figures,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_backends_interactive.py,matplotlib.tests.test_backends_interactive,interrupter,os.kill
./apps/matplotlib/lib/matplotlib/stackplot.py,matplotlib.stackplot,stackplot,np.sum
./apps/matplotlib/galleries/users_explain/colors/colormaps.py,colormaps,plot_color_gradients,np.ceil
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,contains,np.where
./apps/matplotlib/lib/mpl_toolkits/axisartist/axislines.py,matplotlib.axisartist.axislines,get_children,super
./apps/matplotlib/galleries/examples/text_labels_and_annotations/angle_annotation.py,angle_annotation,update_text,np.interp
./apps/matplotlib/lib/matplotlib/figure.py,matplotlib.figure,_identify_keys_and_nested,enumerate
./apps/matplotlib/lib/matplotlib/image.py,matplotlib.image,set_norm,super
./apps/matplotlib/lib/matplotlib/tests/test_mlab.py,matplotlib.tests.test_mlab,test_psd_window_hanning,sum
./apps/matplotlib/galleries/users_explain/artists/transforms_tutorial.py,transforms_tutorial,generate_imshow_demo_grid,enumerate
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,axis_aligned_extrema,np.real
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,to_rgba_array,np.ones
./apps/matplotlib/galleries/examples/text_labels_and_annotations/angle_annotation.py,angle_annotation,__init__,super
./apps/matplotlib/lib/matplotlib/gridspec.py,matplotlib.gridspec,get_grid_positions,np.column_stack
./apps/matplotlib/lib/matplotlib/tests/test_cbook.py,matplotlib.tests.test_cbook,test_boxplot_stats_autorange_false,np.hstack
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,get_alpha,super
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_ecdf,sum
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_axes3d_primary_views,enumerate
./apps/matplotlib/galleries/examples/units/basic_units.py,basic_units,convert,enumerate
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,iter_frames,iter
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,test_imshow_antialiased,int
./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,_init_status,np.repeat
./apps/matplotlib/lib/matplotlib/tests/test_patches.py,matplotlib.tests.test_patches,test_negative_rect,np.roll
./apps/matplotlib/lib/matplotlib/colorbar.py,matplotlib.colorbar,_locate,np.interp
./apps/matplotlib/lib/matplotlib/tests/test_patches.py,matplotlib.tests.test_patches,test_contains_points,np.all
./apps/matplotlib/galleries/examples/text_labels_and_annotations/line_with_text.py,line_with_text,set_figure,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,_shade_colors,np.errstate
./apps/matplotlib/galleries/examples/user_interfaces/embedding_in_wx5_sgskip.py,embedding_in_wx5_sgskip,demo,app.MainLoop
./apps/matplotlib/lib/matplotlib/hatch.py,matplotlib.hatch,get_path,sum
./apps/matplotlib/galleries/examples/shapes_and_collections/line_collection.py,line_collection,make_circle,np.column_stack
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,get_facecolor,super
./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,_invalidate_internal,super
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,draw,super
./apps/matplotlib/lib/mpl_toolkits/axisartist/angle_helper.py,matplotlib.axisartist.angle_helper,select_step_sub,int
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,_create_pdf_info_dict,int
./apps/matplotlib/lib/matplotlib/tests/test_dates.py,matplotlib.tests.test_dates,test_date2num_NaT_scalar,np.isnan
./apps/matplotlib/lib/matplotlib/_mathtext.py,matplotlib._mathtext,to_raster,int
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,_to_rgba_no_colorcycle,int
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axis3d.py,matplotlib.mplot3d.axis3d,_new_init,locals
./apps/matplotlib/lib/mpl_toolkits/axes_grid1/parasite_axes.py,matplotlib.axes_grid1.parasite_axes,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_colorbar.py,matplotlib.tests.test_colorbar,test_aspects,enumerate
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_grid_finder.py,matplotlib.tests.test_grid_finder,test_find_line_box_crossings,np.column_stack
./apps/matplotlib/lib/matplotlib/axes/_secondary_axes.py,matplotlib.axes._secondary_axes,apply_aspect,super
./apps/matplotlib/lib/matplotlib/_type1font.py,matplotlib._type1font,value,int
./apps/matplotlib/lib/matplotlib/figure.py,matplotlib.figure,colorbar,kwargs.items
./apps/matplotlib/galleries/examples/widgets/rectangle_selector.py,rectangle_selector,select_callback,print
./apps/matplotlib/galleries/users_explain/colors/colormapnorms.py,colormapnorms,__call__,np.interp
./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,gradient_quad,interp
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_trisurf3d_shaded,np.repeat
./apps/matplotlib/lib/matplotlib/tests/test_colorbar.py,matplotlib.tests.test_colorbar,test_colorbar_autotickslog,np.log10
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axis3d.py,matplotlib.mplot3d.axis3d,get_major_ticks,super
./apps/matplotlib/galleries/examples/shapes_and_collections/donut.py,donut,make_circle,np.ones
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,clabel,np.take
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,__repr__,repr
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,_add_contourf_set,np.insert
./apps/matplotlib/galleries/plot_types/3D/bar3d_simple.py,bar3d_simple,bar3d_simple,np.ones_like
./apps/matplotlib/lib/matplotlib/backends/backend_svg.py,matplotlib.backends.backend_svg,draw_path_collection,enumerate
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,fill_between,np.column_stack
./apps/matplotlib/galleries/examples/text_labels_and_annotations/legend_demo.py,legend_demo,plot_angle,np.log
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_pcolormesh_datetime_axis,np.repeat
./apps/matplotlib/lib/matplotlib/tests/test_agg_filter.py,matplotlib.tests.test_agg_filter,manual_alpha,print
./apps/matplotlib/lib/matplotlib/backends/backend_agg.py,matplotlib.backends.backend_agg,start_filter,int
./apps/matplotlib/lib/matplotlib/dates.py,matplotlib.dates,get_locator,enumerate
./apps/matplotlib/galleries/examples/text_labels_and_annotations/line_with_text.py,line_with_text,__init__,super
./apps/matplotlib/lib/matplotlib/backends/backend_gtk3.py,matplotlib.backends.backend_gtk3,_get_key,chr
./apps/matplotlib/lib/matplotlib/_api/__init__.py,matplotlib._api.__init__,check_shape,iter
./apps/matplotlib/lib/matplotlib/backends/backend_webagg_core.py,matplotlib.backends.backend_webagg_core,pan,super
./apps/matplotlib/lib/matplotlib/tests/test_path.py,matplotlib.tests.test_path,test_path_clipping,enumerate
./apps/matplotlib/galleries/examples/event_handling/coords_demo.py,coords_demo,on_move,print
./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,test_triinterp_colinear,interp
./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,test_trirefine_masked,np.repeat
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,ideal_ticks,np.ceil
./apps/matplotlib/galleries/examples/misc/logos2.py,logos2,get_font_properties,print
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,hexbin,np.isnan
./apps/matplotlib/lib/matplotlib/tests/test_polar.py,matplotlib.tests.test_polar,test_polar_theta_limits,enumerate
./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,invalidate,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_stem3d,np.ones_like
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,from_list,np.column_stack
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,_zalpha,np.ones_like
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,_g_sig_digits,np.spacing
./apps/matplotlib/lib/matplotlib/tests/test_path.py,matplotlib.tests.test_path,test_xkcd_marker,np.ones
./apps/matplotlib/lib/matplotlib/dates.py,matplotlib.dates,normalize_arg,arg.replace
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_zoom_inset,np.all
./apps/matplotlib/lib/matplotlib/tests/test_path.py,matplotlib.tests.test_path,__init__,super
./apps/matplotlib/lib/matplotlib/backends/backend_gtk3.py,matplotlib.backends.backend_gtk3,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_colorbar.py,matplotlib.tests.test_colorbar,test_axes_handles_same_functions,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_markevery_linear_scales_zoomed,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_markevery_log_scales,enumerate
./apps/matplotlib/lib/matplotlib/backends/_backend_tk.py,matplotlib.backends._backend_tk,_Spacer,s.pack
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,do_3d_projection,np.errstate
./apps/matplotlib/lib/matplotlib/legend.py,matplotlib.legend,set_loc,loc.split
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,__init__,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_rc_grid,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_scatter_marker,np.column_stack
./apps/matplotlib/lib/matplotlib/tests/test_sphinxext.py,matplotlib.tests.test_sphinxext,plot_directive_file,contents.replace
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,locate_label,sum
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_angle_helper.py,matplotlib.tests.test_angle_helper,test_formatters,sum
./apps/matplotlib/galleries/examples/lines_bars_and_markers/fill.py,fill,_koch_snowflake_complex,np.roll
./apps/matplotlib/galleries/examples/event_handling/keypress_demo.py,keypress_demo,on_press,print
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_ecdf,np.isnan
./apps/matplotlib/lib/matplotlib/axis.py,matplotlib.axis,set_clip_path,super
./apps/matplotlib/lib/matplotlib/backend_bases.py,matplotlib.backend_bases,set_antialiased,int
./apps/matplotlib/galleries/examples/user_interfaces/fourier_demo_wx_sgskip.py,fourier_demo_wx_sgskip,__init__,super
./apps/matplotlib/lib/matplotlib/colorbar.py,matplotlib.colorbar,_get_extension_lengths,np.isnan
./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,__init__,super
./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,set_position_3d,super
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,draw_path_collection,enumerate
./apps/matplotlib/lib/matplotlib/backends/backend_agg.py,matplotlib.backends.backend_agg,draw_path,int
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,legend_elements,warnings.warn
./apps/matplotlib/lib/matplotlib/backends/backend_wx.py,matplotlib.backends.backend_wx,draw_image,int
./apps/matplotlib/lib/matplotlib/backends/backend_pgf.py,matplotlib.backends.backend_pgf,_print_pgf_path,int
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,clear,super
./apps/matplotlib/lib/matplotlib/backends/backend_pdf.py,matplotlib.backends.backend_pdf,draw,super
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,_make_verts,np.concatenate
./apps/matplotlib/lib/mpl_toolkits/axisartist/angle_helper.py,matplotlib.axisartist.angle_helper,select_step,np.ceil
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,set_offsets,cstack
./apps/matplotlib/lib/matplotlib/tests/test_constrainedlayout.py,matplotlib.tests.test_constrainedlayout,test_colorbar_align,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_figure.py,matplotlib.tests.test_figure,test_all_nested,enumerate
./apps/matplotlib/tools/triage_tests.py,matplotlib.tests.triage_tests,__init__,super
./apps/matplotlib/lib/matplotlib/backends/qt_editor/_formlayout.py,matplotlib.backends.qt_editor._formlayout,qfont_to_tuple,int
./apps/matplotlib/lib/matplotlib/tests/test_mathtext.py,matplotlib.tests.test_mathtext,test_mathtext_rendering,enumerate
./apps/matplotlib/tools/make_icons.py,matplotlib.tests.make_icons,make_icon,chr
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,__hash__,hash
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_dash_offset,np.ones_like
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,super
./apps/matplotlib/galleries/examples/subplots_axes_and_figures/subplot2grid.py,subplot2grid,annotate_axes,enumerate
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,psd,np.log10
./apps/matplotlib/lib/matplotlib/axis.py,matplotlib.axis,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_boxplot_autorange_whiskers,np.ones
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,test_image_edges,sum
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,set_locs,np.concatenate
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,contour,super
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,errorbar,kwargs.items
./apps/matplotlib/lib/matplotlib/tests/test_cycles.py,matplotlib.tests.test_cycles,test_marker_cycle_kwargs_arrays_iterators,iter
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,__call__,np.concatenate
./apps/matplotlib/lib/matplotlib/text.py,matplotlib.text,update_from,super
./apps/matplotlib/lib/matplotlib/tests/test_font_manager.py,matplotlib.tests.test_font_manager,test_json_serialization,warnings.catch_warnings
./apps/matplotlib/lib/mpl_toolkits/axes_grid1/axes_size.py,matplotlib.axes_grid1.axes_size,__init__,super
./apps/matplotlib/galleries/examples/ticks/date_concise_formatter.py,date_concise_formatter,millions,enumerate
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,tick_values,np.concatenate
./apps/matplotlib/lib/matplotlib/tests/test_simplification.py,matplotlib.tests.test_simplification,test_closed_path_clipping,np.concatenate
./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,_premultiplied_argb32_to_unmultiplied_rgba8888,np.take
./apps/matplotlib/lib/mpl_toolkits/axisartist/floating_axes.py,matplotlib.axisartist.floating_axes,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_widgets.py,matplotlib.tests.test_widgets,test_polygon_selector_clear_method,np.testing.assert_equal
./apps/matplotlib/lib/matplotlib/backend_tools.py,matplotlib.backend_tools,_press,enumerate
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,tricontour,super
./apps/matplotlib/lib/matplotlib/quiver.py,matplotlib.quiver,set_figure,super
./apps/matplotlib/tools/check_typehints.py,matplotlib.tests.check_typehints,get_subtree,print
./apps/matplotlib/lib/matplotlib/backends/backend_qtagg.py,matplotlib.backends.backend_qtagg,print_figure,super
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,cla,super
./apps/matplotlib/lib/matplotlib/gridspec.py,matplotlib.gridspec,get_grid_positions,np.cumsum
./apps/matplotlib/galleries/examples/axes_grid1/scatter_hist_locatable_axes.py,scatter_hist_locatable_axes,add_sizebar,int
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,legend_elements,int
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,draw,super
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,hexbin,np.log10
./apps/matplotlib/lib/matplotlib/artist.py,matplotlib.artist,_update_props,props.items
./apps/matplotlib/lib/matplotlib/tri/_trirefine.py,matplotlib.tri._trirefine,_refine_triangulation_once,np.outer
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_marker_styles,np.ones
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_boxplot_sym2,np.hstack
./apps/matplotlib/lib/matplotlib/dates.py,matplotlib.dates,set_axis,super
./apps/matplotlib/lib/matplotlib/mlab.py,matplotlib.mlab,_spectral_helper,np.ones
./apps/matplotlib/lib/matplotlib/axis.py,matplotlib.axis,set_ticklabels,enumerate
./apps/matplotlib/lib/matplotlib/tri/_triplot.py,matplotlib.tri._triplot,triplot,np.insert
./apps/matplotlib/lib/matplotlib/tests/test_widgets.py,matplotlib.tests.test_widgets,test_ellipse,int
./apps/matplotlib/galleries/examples/user_interfaces/embedding_in_wx3_sgskip.py,embedding_in_wx3_sgskip,OnInit,print
./apps/matplotlib/galleries/examples/misc/transoffset.py,transoffset,draw_control_points_for_patches,int
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_hist_vectorized_params,enumerate
./apps/matplotlib/galleries/examples/shapes_and_collections/donut.py,donut,make_circle,np.concatenate
./apps/matplotlib/lib/matplotlib/tests/test_patches.py,matplotlib.tests.test_patches,test_patch_linestyle_accents,np.concatenate
./apps/matplotlib/lib/matplotlib/backends/_backend_gtk.py,matplotlib.backends._backend_gtk,_on_timer,super
./apps/matplotlib/lib/matplotlib/hatch.py,matplotlib.hatch,__init__,int
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,new_saved_frame_seq,iter
./apps/matplotlib/galleries/examples/user_interfaces/embedding_in_tk_sgskip.py,embedding_in_tk_sgskip,on_activate,print
./apps/matplotlib/lib/matplotlib/backends/_backend_tk.py,matplotlib.backends._backend_tk,_Button,tk.IntVar
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,hexbin,np.where
./apps/matplotlib/lib/matplotlib/tests/test_animation.py,matplotlib.tests.test_animation,update,iter
./apps/matplotlib/lib/matplotlib/backends/backend_wx.py,matplotlib.backends.backend_wx,start_event_loop,timer.Start
./apps/matplotlib/lib/matplotlib/testing/compare.py,matplotlib.testing.compare,_clean_conversion_cache,sum
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,format_pct,int
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,legend_elements,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_transforms.py,matplotlib.tests.test_transforms,test_bbox_as_strings,repr
./apps/matplotlib/lib/matplotlib/_afm.py,matplotlib._afm,_to_bool,s.lower
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,contains,np.split
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_on_move_vertical_axis,np.testing.assert_raises
./apps/matplotlib/doc/sphinxext/math_symbol_table.py,sphinxext.math_symbol_table,setup,print
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,remove,super
./apps/matplotlib/tools/memleak.py,matplotlib.tests.memleak,run_memleak_test,psutil.Process
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,set_array,super
./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,strrepr,kwargs.items
./apps/matplotlib/lib/matplotlib/tests/test_patches.py,matplotlib.tests.test_patches,test_degenerate_polygon,np.all
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_hist_log_2,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_specgram_angle,np.ceil
./apps/matplotlib/galleries/examples/shapes_and_collections/collections.py,collections,make_circle,np.column_stack
./apps/matplotlib/lib/matplotlib/tests/test_patheffects.py,matplotlib.tests.test_patheffects,test_patheffects_stroked_text,enumerate
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,__call__,s.lower
./apps/matplotlib/lib/matplotlib/tests/test_collections.py,matplotlib.tests.test_collections,test__EventCollection__append_positions,np.hstack
./apps/matplotlib/galleries/examples/user_interfaces/embedding_in_qt_sgskip.py,embedding_in_qt_sgskip,_update_ydata,time.time
./apps/matplotlib/galleries/examples/mplot3d/fillunder3d.py,fillunder3d,main,enumerate
./apps/matplotlib/lib/matplotlib/table.py,matplotlib.table,set_figure,super
./apps/matplotlib/lib/matplotlib/font_manager.py,matplotlib.font_manager,__hash__,hash
./apps/matplotlib/lib/matplotlib/tests/test_mlab.py,matplotlib.tests.test_mlab,stim,enumerate
./apps/matplotlib/lib/matplotlib/patheffects.py,matplotlib.patheffects,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_nonfinite_limits,np.errstate
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,_check_color_like,kwargs.items
./apps/matplotlib/galleries/users_explain/axes/autoscale.py,autoscale,squiggle_xy,np.column_stack
./apps/matplotlib/lib/matplotlib/collections.py,matplotlib.collections,draw,np.column_stack
./apps/matplotlib/lib/matplotlib/tests/test_multivariate_colormaps.py,matplotlib.tests.test_multivariate_colormaps,test_bivar_cmap_bad_shape,np.ones
./apps/matplotlib/galleries/examples/mplot3d/wire3d_animation_sgskip.py,wire3d_animation_sgskip,text3d,time.time
./apps/matplotlib/lib/matplotlib/tests/test_figure.py,matplotlib.tests.test_figure,test_autofmt_xdate,int
./apps/matplotlib/lib/mpl_toolkits/axisartist/axisline_style.py,matplotlib.axisartist.axisline_style,_extend_path,np.concatenate
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,add,sum
./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,set_radio_props,np.repeat
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,validate_hist_bins,int
./apps/matplotlib/lib/matplotlib/tests/test_legend.py,matplotlib.tests.test_legend,test_figure_legend_outside,print
./apps/matplotlib/lib/matplotlib/rcsetup.py,matplotlib.rcsetup,validate_bbox,s.lower
./apps/matplotlib/galleries/examples/user_interfaces/toolmanager_sgskip.py,toolmanager_sgskip,__init__,super
./apps/matplotlib/lib/matplotlib/tests/test_mathtext.py,matplotlib.tests.test_mathtext,test_mathtext_rendering_svgastext,enumerate
./apps/matplotlib/lib/matplotlib/_mathtext.py,matplotlib._mathtext,__init__,split
./apps/matplotlib/galleries/users_explain/colors/colormaps.py,colormaps,plot_color_gradients,int
./apps/matplotlib/lib/matplotlib/backends/backend_webagg_core.py,matplotlib.backends.backend_webagg_core,draw,super
./apps/matplotlib/lib/matplotlib/axes/_base.py,matplotlib.axes._base,autoscale_view,np.concatenate
./apps/matplotlib/lib/matplotlib/backends/backend_wx.py,matplotlib.backends.backend_wx,__init__,enumerate
./apps/matplotlib/lib/matplotlib/contour.py,matplotlib.contour,_process_linestyles,int
./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,__call__,np.isnan
./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,bin_path,super
./apps/matplotlib/lib/matplotlib/_api/deprecation.py,matplotlib._api.deprecation,__get__,super
./apps/matplotlib/lib/matplotlib/backends/_backend_gtk.py,matplotlib.backends._backend_gtk,zoom,super
./apps/matplotlib/lib/matplotlib/backend_bases.py,matplotlib.backend_bases,get_clip_path,np.all
./apps/matplotlib/lib/matplotlib/axes/_axes.py,matplotlib.axes._axes,magnitude_spectrum,np.log10
./apps/matplotlib/lib/matplotlib/backends/backend_cairo.py,matplotlib.backends.backend_cairo,_draw_mathtext,chr
./apps/matplotlib/galleries/examples/event_handling/pick_event_demo.py,pick_event_demo,onpick1,np.column_stack
./apps/matplotlib/galleries/examples/subplots_axes_and_figures/secondary_axis.py,secondary_axis,inverse,np.interp
./apps/matplotlib/lib/matplotlib/axis.py,matplotlib.axis,set_ticks,iter
./apps/matplotlib/lib/matplotlib/_api/deprecation.py,matplotlib._api.deprecation,delete_parameter,param.replace
./apps/matplotlib/galleries/examples/lines_bars_and_markers/multicolored_line.py,multicolored_line,colored_line_between_pts,warnings.warn
./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,_clicked,enumerate
./apps/matplotlib/lib/matplotlib/backends/qt_editor/_formlayout.py,matplotlib.backends.qt_editor._formlayout,get_font,int
./apps/matplotlib/galleries/examples/scales/custom_scale.py,custom_scale,__init__,super
./apps/matplotlib/galleries/users_explain/axes/mosaic.py,mosaic,identify_axes,enumerate
./apps/matplotlib/lib/matplotlib/testing/__init__.py,matplotlib.testing.__init__,setup,_log.warning
./apps/matplotlib/lib/matplotlib/tests/test_backends_interactive.py,matplotlib.tests.test_backends_interactive,test_sigint,proc.kill
./apps/matplotlib/lib/matplotlib/backends/backend_gtk4.py,matplotlib.backends.backend_gtk4,__init__,super
./apps/matplotlib/lib/mpl_toolkits/axes_grid1/axes_divider.py,matplotlib.axes_grid1.axes_divider,new_locator,super
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,test_rgba_antialias,np.ones
./apps/matplotlib/galleries/examples/text_labels_and_annotations/mathtext_examples.py,mathtext_examples,doall,enumerate
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_pcolormesh_underflow_error,np.errstate
./apps/matplotlib/tools/memleak.py,matplotlib.tests.memleak,run_memleak_test,print
./apps/matplotlib/lib/mpl_toolkits/mplot3d/tests/test_axes3d.py,matplotlib.tests.test_axes3d,test_culling,np.ones
./apps/matplotlib/lib/matplotlib/backend_bases.py,matplotlib.backend_bases,interval,int
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,np.errstate
./apps/matplotlib/tools/github_stats.py,matplotlib.tests.github_stats,report,print
./apps/matplotlib/tools/triage_tests.py,matplotlib.tests.triage_tests,eventFilter,super
./apps/matplotlib/lib/matplotlib/patches.py,matplotlib.patches,_update_path,np.isnan
./apps/matplotlib/lib/matplotlib/backends/qt_editor/_formlayout.py,matplotlib.backends.qt_editor._formlayout,get,int
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,get_tightbbox,super
