common-block,file,module,operation,direction
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.n,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.status,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.nfev,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.njev,WRITE
OdeSolver,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.OdeSolver,self.nlu,WRITE
DenseOutput,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.DenseOutput,self.t_old,WRITE
DenseOutput,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.DenseOutput,self.t,WRITE
DenseOutput,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.DenseOutput,self.t_min,WRITE
DenseOutput,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.DenseOutput,self.t_max,WRITE
ConstantDenseOutput,./apps/scipy/scipy/integrate/_ivp/base.py,scipy.integrate._ivp.base.ConstantDenseOutput,self.value,WRITE
_ParallelP,./apps/scipy/scipy/stats/_mgc.py,scipy.stats._mgc._ParallelP,self.x,WRITE
_ParallelP,./apps/scipy/scipy/stats/_mgc.py,scipy.stats._mgc._ParallelP,self.y,WRITE
_ParallelP,./apps/scipy/scipy/stats/_mgc.py,scipy.stats._mgc._ParallelP,self.random_states,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self.probabilities,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self.quantiles,WRITE
EmpiricalDistributionFunction,./apps/scipy/scipy/stats/_survival.py,scipy.stats._survival.EmpiricalDistributionFunction,self._n,WRITE
