"source-path";"source-operation";"target-path";"target-operation";"calls"
"lib_core.test_ufunc";"test_output_argument";"libtests.test_regression";"np.arange";"2"
"libtests.test_arraysetops";"test_isin_both_arrays_are_object";"omma.extras";"np.isin";"1"
"typingtests.index_tricks";"__array__";"lib_core.test_ufunc";"next";"4"
"testingtests.test_utils";"test_float16_ignore_nan";"lib_core.test_overrides";"nan2_i16.view";"1"
"lib_core.test_array_coercion";"test_nested_arrays_stringlength";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"omtests.test_numpy_config";"test_dict_mode";"numpy.__config__";"np.show_config";"1"
"lib_core.test_numeric";"test_warnings";"omma.testutils";"assert_equal";"4"
"lib_core.test_records";"test_pickle_void";"randomtests.test_extending";"pickle.loads";"1"
"randomtests.test_randomstate";"test_choice_nan_probabilities";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"randomdata.extending_distributions";"normals";"numpy.matlib";"random_standard_normal";"1"
"lib_core.numeric";"rollaxis";"lib_core.records";"list";"1"
"libtests.test_nanfunctions";"test_allnans";"omma.extras";"np.nanmedian";"2"
"liblinalg._linalg";"matrix_norm";"omma.core";"asanyarray";"1"
"omtests.test_subclassing";"__new__";"omma.core";"np.asanyarray";"1"
"lib_core.test_stringdtype";"test_arena_reuse_after_empty";"numpy.polynomial.tests.test_hermite_e";"self.get_flags";"2"
"randomtests.test_random";"test_vonmises_small";"numpy.matlib";"np.random.seed";"1"
"libtests.test_arraypad";"test_single_value";"omma.testutils";"assert_equal";"2"
"omtests.test_extras";"test_testAverage3";"omma.core";"array";"1"
"f2pytests.util";"setup_class";"numpy.polynomial.tests.test_hermite_e";"has_f90_compiler";"1"
"omma.core";"__div__";"numpy.polynomial.tests.test_hermite_e";"self._delegate_binop";"1"
"lib_core.fromnumeric";"repeat";"numpy.polynomial.tests.test_hermite_e";"_wrapfunc";"1"
"omlib._type_check_impl";"common_type";"omma.core";"array_precision.get";"1"
"libtests.test_mixins";"test_matmul";"libtests.test_regression";"np.matmul";"1"
"lib_core.test_scalar_ctors";"test_void_arraylike_trumps_byteslike";"tedistutils.mingw32ccompiler";"type";"1"
"libtests.test_arraypad";"test_check_minimum_stat_length";"omma.core";"assert_array_equal";"1"
"randomtests.test_randomstate";"test_f";"omma.core";"np.array";"2"
"lib_core.test_regression";"test_to_ctypes";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"1"
"lif2py.crackfortran";"solve_v";"lif2py.auxfuncs";"l_or";"2"
"distutilscommand.install";"run";"omma.core";"lines.append";"1"
"distutilscommand.build_ext";"report";"numpy.polynomial.tests.test_hermite_e";"self.get_ext_fullname.split";"1"
"omlib._user_array_impl";"__pos__";"numpy.polynomial.tests.test_hermite_e";"self._rc";"1"
"tedistutils.ccompiler";"matcher";"_core";"m.end";"2"
"liblinalg._linalg";"svd";"liblinalg._linalg";"eigh";"1"
"lib_core.test_multiarray";"_check_roundtrip";"distutilstests.test_ccompiler_opt";"assert_";"2"
"lib_core.test_nditer";"test_iter_copy_casts_structured";"libtests.test_regression";"arr.arr.arr.arr.astype";"1"
"numpy.polynomial.tests.test_laguerre";"test_lagvander";"numpy.polynomial.laguerre";"lag.lagval";"2"
"tedistutils.ccompiler_opt";"cache_flush";"numpy.polynomial.tests.test_hermite_e";"textwrap.dedent.format";"1"
"numpy.polynomial.polyutils";"getdomain";"omma.core";"x.real.min";"1"
"testing_private.utils";"memusage";"numpy.polynomial.tests.test_hermite_e";"GetPerformanceAttributes";"1"
"omma.extras";"replace_masked";"numpy.polynomial.polyutils";"np.true_divide";"1"
"lib_core.test_regression";"test_copy_detection_zero_dim";"omma.core";"np.indices.T.reshape";"1"
"omtests.test_extras";"test_stack_1d";"lib_core.shape_base";"vstack";"1"
"omlib._function_base_impl";"find_cdf_1d";"libtests.test_function_base";"ValueError";"1"
"libtests.test_function_base";"test_append";"numpy.polynomial.tests.test_hermite_e";"diff";"3"
"lib_core.test_nditer";"get_params";"libtests.test_regression";"a1_in.astype";"1"
"liblinalg._linalg";"eigvalsh";"libtests.test_regression";"UPLO.upper";"1"
"omlib.recfunctions";"_izip_records";"libtests.test_regression";"tuple";"1"
"libtests.test_recfunctions";"setup_method";"testing_private.utils";"dict";"1"
"distutilstests.test_exec_command";"test_exec_command_stderr";"omlib._twodim_base_impl";"StringIO";"2"
"lib_core.test_regression";"test_deepcopy_F_order_object_array";"omma.testutils";"assert_equal";"1"
"lib_core.strings";"encode";"omlib._twodim_base_impl";"_vec_string";"1"
"libtests.test_mixins";"test_object";"omlib._utils_impl";"object";"1"
"libtests.test_twodim_base";"test_uint64";"omma.core";"array";"2"
"lib_core.strings";"center";"libtests.test_regression";"np.result_type";"1"
"lib_core.test_defchararray";"test_rmod";"omlib._utils_impl";"object";"1"
"liblinalg._linalg";"cond";"distutilstests.test_ccompiler_opt";"_assert_stacked_2d";"1"
"lib_core.shape_base";"_concatenate_shapes";"libtests.test_regression";"zip";"1"
"ffttests.test_helper";"test_definition";"numpy.polynomial.tests.test_hermite_e";"fft.rfftfreq";"4"
"omlib._datasource";"__init__";"numpy.polynomial.tests.test_hermite_e";"tempfile.mkdtemp";"1"
"lib_core.test_multiarray";"test_diagonal_memleak";"numpy.matlib";"np.zeros";"1"
"lib_core.test_longdouble";"test_fromstring_foreign_repr";"libtests.test_regression";"repr";"1"
"f2pytests.test_character";"test_input_varia";"lib_core.test_ufunc";"SystemError";"2"
"numpy.polynomial.tests.test_polynomial";"test_polytrim";"numpy.polynomial.tests.test_hermite_e";"poly.polytrim";"3"
"omtests.test_core";"test_argsort_matches_sort";"omma.core";"array";"1"
"omlib._datasource";"abspath";"_core";"len";"1"
"libtests.test_function_base";"test_quantile_add_and_multiply_constant";"numpy.matlib";"np.random.default_rng";"1"
"lib_core.function_base";"linspace";"omma.core";"_nx.asanyarray";"1"
"libtests.test_arraypad";"test_check_simple";"omma.core";"assert_array_equal";"4"
"tedistutils.exec_command";"temp_file_name";"numpy.polynomial.tests.test_hermite_e";"fo.close";"1"
"randomtests.test_random";"test_pareto";"omma.core";"np.testing.assert_array_almost_equal_nulp";"1"
"f2pytests.test_symbolic";"test_linear_solve";"lif2py.symbolic";"as_number";"14"
"libtests.test_io";"test_utf8_file";"numpy.polynomial.tests.test_hermite_e";"utf8.decode";"3"
"distutilscommand.build_ext";"_libs_with_msvc_and_fortran";"tedistutils.log";"log.warn";"1"
"lib_core.arrayprint";"_get_format_function";"numpy.polynomial.tests.test_hermite_e";"StructuredVoidFormat.from_data";"1"
"tedistutils.core";"setup";"lib_core.test_ufunc";"hasattr";"1"
"lib_core.test_simd";"test_memory_load";"numpy.polynomial.tests.test_hermite_e";"self.loads";"1"
"omtests.test_subclassing";"test_subclass_str";"omma.testutils";"assert_equal";"2"
"lib_core.einsumfunc";"einsum_path";"libtests.test_regression";"_greedy_path";"1"
"lib_core._machar";"_do_init";"numpy.polynomial.tests.test_hermite_e";"float_to_float";"7"
"lib_core.test_datetime";"test_string_parser_error_check";"distutilstests.test_ccompiler_opt";"assert_raises";"42"
"pycore.__init__";"__getattr__";"tedistutils.log";"_raise_warning";"1"
"libtests.test_nanfunctions";"test_ddof_too_big";"libtests.test_regression";"np.isnan";"1"
"omtests.test_mrecords";"test_get";"omma.mrecords";"base.view";"1"
"omma.timer_comparison";"test_4";"omma.core";"np.outer";"1"
"omma.mrecords";"fromrecords";"omlib._npyio_impl";"getattr";"1"
"lib_core.test_indexing";"func";"lib_core.test_ufunc";"rng.integers";"1"
"linalgtests.test_linalg";"test_vector_as_first_and_last_argument";"omma.testutils";"assert_equal";"1"
"f2pytests.test_f2py2e";"test_mod_gen_f77";"omlib._npyio_impl";"get_io_paths";"1"
"numpy.polynomial.tests.test_hermite";"test_hermadd";"omlib._twodim_base_impl";"range";"2"
"omtests.test_core";"test_inplace_division_scalar_type";"lib_core.test_array_coercion";"issubclass";"1"
"libtests.test_io";"test_unicode_and_bytes_fmt";"libtests.test_regression";"iotype";"1"
"lib_core.test_multiarray";"test_count_nonzero_unaligned";"lib_core.fromnumeric";"builtins.sum";"2"
"omtests.test_core";"test_fillvalue_exotic_dtype";"randomtests.test_smoke";"np.dtype";"1"
"omtests.test_old_ma";"test_testTakeTransposeInnerOuter";"omma.core";"y.reshape";"1"
"omlib._iotools";"__init__";"lib_core.test_ufunc";"hasattr";"1"
"lib_core.test_deprecations";"test_deprecate_unparsable_string";"numpy.polynomial.tests.test_hermite_e";"format";"1"
"lif2py.crackfortran";"get_useparameters";"omlib._npyio_impl";"get_parameters";"1"
"lib_core.test_ufunc";"check_identityless_reduction";"omma.core";"np.minimum.reduce";"24"
"distutilscommand.build_ext";"build_extension";"numpy.polynomial.tests.test_hermite_e";"self.compiler_opt.is_cached";"1"
"omtests.test_core";"test_allany";"distutilstests.test_ccompiler_opt";"assert_";"4"
"omtests.test_core";"test_where_type";"omma.core";"where";"1"
"randomtests.test_smoke";"test_output_filling_uniform";"omma.testutils";"assert_equal";"2"
"omtests.test_old_ma";"test_testOddFeatures";"omma.core";"masked_inside";"2"
"lib_core.test_datetime";"test_datetime_busday_holidays_count";"libtests.test_regression";"np.arange";"6"
"lib_core.test_multiarray";"test_searchsorted_floats";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"libtests.test_function_base";"test_array_order_preserve";"_core";"slice";"1"
"omtests.test_extras";"test_1d_with_missing";"omma.core";"x.compressed";"2"
"lib_core.test_indexing";"func";"libtests.test_regression";"tpe.submit";"1"
"libtests.test__iotools";"test_string_to_object";"lib_core.test_ufunc";"hasattr";"1"
"libtests.test_nanfunctions";"test_where";"omma.core";"np.testing.assert_allclose";"1"
"omtests.test_core";"test_inplace_multiplication_array_type";"libtests.test_regression";"_.astype";"1"
"numpy.polynomial.tests.test_legendre";"test_legdiv";"omma.testutils";"assert_equal";"1"
"libtests.test_stride_tricks";"test_errors";"libtests.test_regression";"pytest.raises";"4"
"lib_core.test_umath";"test_noncontiguous";"libtests.test_regression";"np.repeat";"2"
"pycore.__init__";"__getattr__";"omlib._npyio_impl";"getattr";"1"
"liblinalg._linalg";"norm";"omma.core";"x.dot";"1"
"omlib._function_base_impl";"__init__";"lib_core.test_ufunc";"set";"2"
"lib_core.test_api";"test_copyto_cast_safety";"tedistutils.log";"pytest.warns";"1"
"omtests.test_extras";"test_testAverage2";"libtests.test_regression";"np.add.reduce";"1"
"lib_core.test_deprecations";"test_deprecated_warning";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"libtests.test_function_base";"test_nan_behavior";"libtests.test_regression";"np.arange";"14"
"lib_core.arrayprint";"_array_repr_implementation";"omma.core";"array2string";"1"
"distutilsfcompiler.__init__";"_find_existing_fcompiler";"libtests.test_function_base";"ValueError";"1"
"lib_core.test_indexing";"_compare_index_result";"omlib._function_base_impl";"arr.copy";"2"
"testing_private.utils";"_parse_size";"py_utils._inspect";"join";"1"
"tedistutils.conv_template";"replace";"libtests.test_regression";"newenv.update";"1"
"libtests.test_function_base";"test_percentile_out";"tedistutils.ccompiler_opt";"np.percentile";"3"
"lib_core.test_function_base";"test_stop_base_array";"omlib._scimath_impl";"logspace";"2"
"omma.core";"tostring";"tedistutils.log";"warnings.warn";"1"
"randomtests.test_generator_mt19937";"gen_random";"numpy.polynomial.tests.test_hermite_e";"self.check_function";"3"
"omtests.test_core";"test_scalar_arithmetic";"omma.testutils";"assert_equal";"3"
"omtests.test_core";"test_ptp";"omlib._twodim_base_impl";"range";"2"
"matrixlibtests.test_masked_matrix";"setup_method";"omlib._twodim_base_impl";"MMatrix";"1"
"lib_core.test_datetime";"test_prohibit_negative_datetime";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"lib_core.test_array_api_info";"test_dtypes_invalid_kind";"numpy.polynomial.tests.test_hermite_e";"info.dtypes";"1"
"tedistutils.lib2def";"output_def";"lif2py.auxfuncs";"str";"1"
"randomtests.test_smoke";"test_entropy_init";"lib_core.test_ufunc";"Generator";"2"
"f2pytests.test_f2py2e";"test_gen_pyf_stdout";"numpy.polynomial.tests.test_hermite_e";"f2pycli";"1"
"omlib._index_tricks_impl";"diag_indices_from";"libtests.test_function_base";"ValueError";"2"
"lib_core.test_indexing";"test_unaligned";"randomtests.test_smoke";"np.dtype";"2"
"lib_core.shape_base";"stack";"libtests.test_function_base";"ValueError";"2"
"lib_core.test_defchararray";"test_count";"distutilstests.test_ccompiler_opt";"assert_";"1"
"lib_core.strings";"rjust";"omma.core";"np.maximum";"1"
"libtests.test_recfunctions";"test_drop_fields";"omma.core";"np.array";"6"
"lib_core.test_scalarmath";"test_integers_to_negative_integer_power";"libtests.test_regression";"operator.pow";"3"
"lif2py.diagnose";"run";"omlib._npyio_impl";"getattr";"2"
"lib_core.test_multiarray";"__trunc__";"omma.core";"np.array";"2"
"linalgtests.test_linalg";"_stride_comb_iter";"py_utils._inspect";"join";"1"
"libtests.test_function_base";"test_closest_observation";"omma.testutils";"assert_equal";"8"
"libtests.test_function_base";"test_0d";"omlib._function_base_impl";"piecewise";"3"
"lib_core.test_regression";"test_reshape_zero_strides";"omlib._twodim_base_impl";"np.lib.stride_tricks.as_strided";"1"
"lib_core.test_nditer";"test_basic";"libtests.test_regression";"np.nested_iters";"3"
"omma.extras";"intersect1d";"omma.core";"aux.sort";"1"
"randomtests.test_randomstate";"test_multivariate_normal";"tedistutils.log";"suppress_warnings";"1"
"tedistutils.system_info";"add_system_root";"libtests.test_regression";"os.path.join";"13"
"lib_core.test_multiarray";"test_constructor";"omma.testutils";"assert_equal";"2"
"distutilsfcompiler.mips";"get_flags_arch";"omma.core";"opt.append";"1"
"numpy.polynomial.chebyshev";"cheb2poly";"omma.core";"np.array";"4"
"randomtests.test_random";"test_poisson";"omma.core";"assert_array_equal";"2"
"randomtests.test_smoke";"test_standard_t";"_core";"len";"1"
"testingtests.test_utils";"test_simple";"libtests.test_regression";"pytest.raises";"7"
"lib_core.numeric";"err_if_insufficient";"om_typing._nested_sequence";"operator.index";"1"
"typingtests.ndarray_misc";"test_issubclass";"libtests.test_regression";"B0.astype";"1"
"lib_core.test_ufunc";"test_reduction_with_where_and_initial";"omma.testutils";"assert_equal";"1"
"typingtests.flatiter";"test_issubclass";"numpy.matlib";"np.empty";"1"
"lib_core.test_multiarray";"test_largedim";"omma.core";"assert_array_equal";"1"
"tedistutils.log";"set_threshold";"numpy.polynomial.tests.test_hermite_e";"info";"2"
"omtests.test_core";"test_minmax";"omma.core";"amask.max";"3"
"linalgtests.test_linalg";"test_rcond";"omma.core";"np.array";"2"
"omtests.test_old_ma";"test_testUfuncs1";"omtests.test_old_ma";"less_equal";"1"
"lib_core.test_dtype";"test_structured";"libtests.test_regression";"hypothesis.given";"1"
"lib_core.test_multiarray";"test_sort_string";"omlib._function_base_impl";"a.a.copy";"1"
"lib_core.test_stringdtype";"test_ufunc_add_reduce";"omma.core";"np.array";"2"
"libtests.test_format";"test_unicode_field_names";"numpy.polynomial.tests.test_hermite_e";"format.read_array";"1"
"omtests.test_core";"test_comparisons_strings";"omlib._twodim_base_impl";"pytest.mark.parametrize";"2"
"libtests.test_nanfunctions";"test_nanstd_with_mean_keyword";"numpy.matlib";"np.zeros";"2"
"tedistutils.conv_template";"process_str";"libtests.test_regression";"re.compile";"1"
"lib_core.test_numeric";"check_like_function";"omma.testutils";"assert_equal";"20"
"lib_core.test_nditer";"test_iter_buffered_cast_subarray";"omma.core";"np.arange.reshape";"8"
"lib_core.test_multithreading";"f";"omlib._twodim_base_impl";"range";"1"
"libtests.test_loadtxt";"test_implicit_cast_float_to_int_fails";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.filterwarnings";"1"
"tedistutils.cpuinfo";"_is_IP22_4k";"numpy.polynomial.tests.test_hermite_e";"self._is_r4000";"1"
"lib_core._internal";"strides";"numpy.polynomial.tests.test_hermite_e";"self.strides_as";"1"
"numpy.polynomial.tests.test_laguerre";"test_lagpow";"libtests.test_regression";"np.arange";"1"
"f2pytests.test_modules";"test_gh25867";"distutilsfcompiler.fujitsu";"dir";"1"
"randomtests.test_random";"test_array";"libtests.test_regression";"np.arange";"1"
"lib_core.test_simd";"test_arithmetic_reduce_sum";"lib_core.fromnumeric";"sum";"1"
"libtests.test_io";"test_comments_multiple";"omma.core";"np.array";"1"
"omtests.test_core";"test_pickling_keepalignment";"lib_core.test_umath_complex";"arange";"1"
"omlib._arraysetops_impl";"unique_all";"lib_core.test_ufunc";"UniqueAllResult";"1"
"lib_core.test_umath";"test_exp_exceptions";"numpy.polynomial.tests.test_hermite_e";"np.float32";"4"
"lib_core.test_defchararray";"test_rpartition";"distutilstests.test_ccompiler_opt";"assert_";"1"
"lib_core.defchararray";"split";"omlib._shape_base_impl";"split";"1"
"omtests.test_extras";"test_non_masked";"tedistutils.mingw32ccompiler";"type";"3"
"randomtests.test_randomstate";"test_in_bounds_fuzz";"omma.core";"vals.min";"2"
"liblinalg._linalg";"cond";"lib_core.fromnumeric";"isnan.any";"1"
"randomtests.test_direct";"__RandomState_ctor";"libtests.test_regression";"os.path.abspath";"1"
"libtests.test_stride_tricks";"test_2d_with_axis";"omma.core";"assert_array_equal";"1"
"lib_core.test_array_coercion";"test_scalar";"lib_core.test_ufunc";"scalar_instances";"1"
"lib_core.test_umath";"test_degrees";"omma.testutils";"assert_almost_equal";"2"
"lif2py.auxfuncs";"applyrules";"lif2py.cfuncs";"errmess";"1"
"omtests.test_core";"test_where";"omlib._function_base_impl";"xm._mask.copy";"1"
"f2pytests.test_f2py2e";"test_freethreading_compatible";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"1"
"liblinalg._linalg";"lstsq";"liblinalg._linalg";"_umath_linalg.lstsq";"1"
"distutilsfcompiler.__init__";"show_fcompilers";"omma.core";"compilers_ni.sort";"1"
"lib_core.test_half";"test_nans_infs";"omma.testutils";"assert_equal";"5"
"lib_core.test_overrides";"test_array_like_fromfile";"numpy.polynomial.tests.test_hermite_e";"np.fromfile";"2"
"lib_core.test_multiarray";"test_mean_axis_error";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"omlib._scimath_impl";"_fix_int_lt_zero";"omma.core";"asarray";"1"
"lib_core.test_indexerrors";"test_take_from_object";"distutilstests.test_ccompiler_opt";"assert_raises";"6"
"libtests.test_function_base";"test_weight_and_input_dims_different";"libtests.test_regression";"pytest.raises";"2"
"tedistutils.misc_util";"_get_hg_revision";"lib_core.test_ufunc";"int";"2"
"randomtests.test_random";"test_multivariate_normal";"omma.core";"np.array";"3"
"ffttests.test_pocketfft";"test_fft_with_integer_or_bool_input";"omma.core";"assert_array_equal";"1"
"lib_core.test_regression";"test_replace_regression";"omma.core";"assert_array_equal";"1"
"libtests.test_packbits";"test_unpackbits_empty_with_axis";"omma.testutils";"assert_equal";"2"
"randomtests.test_smoke";"test_integers_broadcast";"lib_core.test_ufunc";"int";"1"
"omtests.test_core";"setup_method";"omlib._npyio_impl";"np.geterr";"2"
"omtests.test_extras";"test_ediff1d_ndarray";"omma.testutils";"assert_equal";"5"
"omlib._stride_tricks_impl";"_maybe_view_as_subclass";"tedistutils.mingw32ccompiler";"type";"3"
"tedistutils.ccompiler_opt";"report";"omma.core";"dispatch_rows.append";"10"
"lib_core.test_nditer";"test_writebacks";"randomtests.test_smoke";"np.dtype";"6"
"liblinalg._linalg";"multi_dot";"omma.core";"_multi_dot_matrix_chain_order";"1"
"numpy.polynomial.hermite";"hermmulx";"_core";"len";"3"
"lib_core.test_umath";"test_nextafter_0";"distutilstests.test_ccompiler_opt";"assert_";"1"
"lib_core.test_regression";"test_lexsort_zerolen_custom_strides";"omma.core";"np.array";"1"
"testingtests.test_utils";"test_report_max_relative_error";"libtests.test_regression";"pytest.raises";"1"
"libtests.test_format";"roundtrip_randsize";"lib_core.test_ufunc";"BytesIO";"1"
"lib_core.test_multiarray";"assert_arg_sorted";"libtests.test_regression";"np.arange";"1"
"f2pytests.test_callback";"callback";"libtests.test_regression";"np.all";"1"
"lib_core.test_multiarray";"aligned_array";"libtests.test_regression";"np.prod";"1"
"libtests.test_shape_base";"test_simple101";"_core";"len";"1"
"lib_core.test_stringdtype";"test_create_with_copy_none";"omma.core";"np.testing.assert_array_equal";"3"
"omtests.test_core";"test_oddfeatures_1";"lif2py.auxfuncs";"str";"2"
"lif2py.capi_maps";"routsign2map";"lib_core.test_ufunc";"rout.rout.rout.rout.rout.rout.rout.rout.keys";"1"
"omma.core";"_shrink_mask";"lib_core.fromnumeric";"m.any";"1"
"omlib._stride_tricks_impl";"_broadcast_shape";"randomtests.test_smoke";"np.dtype";"1"
"lif2py.crackfortran";"postcrack";"lif2py.crackfortran";"analyzecommon";"1"
"omma.extras";"mask_rowcols";"omlib._function_base_impl";"a._mask.copy";"1"
"omlib._histograms_impl";"_get_bin_edges";"omma.core";"np.ndim";"2"
"libtests.test_loadtxt";"test_unicode_with_converter";"randomtests.test_smoke";"np.dtype";"1"
"testingtests.test_utils";"test_suppress_warnings_type";"tedistutils.log";"suppress_warnings";"3"
"libtests.test_function_base";"test_linear_interpolation";"omlib._twodim_base_impl";"pytest.mark.parametrize";"3"
"f2py_backends._meson";"__init__";"lib_core.strings";"x.startswith";"1"
"lib_core.test_simd";"test_misc";"numpy.polynomial.tests.test_hermite_e";"self._data";"2"
"f2pytests.test_character";"test_character_bc";"omlib._npyio_impl";"getattr";"1"
"distutilsfcompiler.pg";"get_library_dirs";"numpy.polynomial.tests.test_hermite_e";"functools.lru_cache";"1"
"tedistutils.system_info";"add_system_root";"numpy.polynomial.tests.test_hermite_e";"platform.architecture";"1"
"lib_core.test_ufunc";"test_forced_sig";"tedistutils.log";"pytest.warns";"4"
"lib_core.test_stringdtype";"test_arena_no_reuse_after_short";"numpy.polynomial.tests.test_hermite_e";"self.a.copy";"1"
"lib_core.test_multiarray";"test_partition";"_core";"aae";"2"
"lib_core.test_arrayprint";"test_self_containing";"omma.core";"np.array";"4"
"numpy.polynomial.polyutils";"format_float";"libtests.test_regression";"dragon4_positional";"1"
"libtests.test__datasource";"test_ValidFile";"numpy.polynomial.tests.test_hermite_e";"self.ds.exists";"2"
"lib_core.fromnumeric";"argmax";"numpy.polynomial.tests.test_hermite_e";"array_function_dispatch";"1"
"omtests.test_core";"test_filled_with_nested_dtype";"numpy.polynomial.tests.test_hermite_e";"a.filled";"1"
"numpy.conftest";"as_ctypes";"numpy.polynomial.tests.test_hermite_e";"tempfile.gettempdir";"1"
"lif2py.common_rules";"dadd";"omma.core";"inames.append";"1"
"lib_core.test_multiarray";"assert_dot_close";"omma.core";"aligned_array";"2"
"tedistutils.misc_util";"dict_append";"lib_core.test_ufunc";"d.d.extend";"1"
"libtests.test_regression";"test_poly1d_nan_roots";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"lib_core.arrayprint";"_get_formatdict";"lib_core.test_ufunc";"FloatingFormat";"2"
"omtests.test_core";"test_inplace_multiplication_scalar_type";"omma.testutils";"assert_equal";"2"
"distutilscommand.config_compiler";"finalize_options";"omlib._npyio_impl";"getattr";"4"
"lib_core.test_multiarray";"test_roundtrip";"numpy.matlib";"np.zeros";"1"
"lif2py.crackfortran";"analyzeline";"lib_core.strings";"v.startswith";"1"
"lib_core.test_umath";"test_power_zero";"libtests.test_regression";"complex";"1"
"tedistutils.system_info";"get_runtime_lib_dirs";"numpy.polynomial.tests.test_hermite_e";"self.get_paths";"1"
"lib_core.test_overrides";"test_wrong_arguments";"libtests.test_regression";"pytest.raises";"2"
"lib_core.test_defchararray";"test_isupper";"numpy.polynomial.tests.test_hermite_e";"self.A.isupper";"2"
"lib_core.test_multiarray";"test_partition_int";"distutilstests.test_ccompiler_opt";"assert_arr_partitioned";"4"
"distutilstests.test_exec_command";"setup_method";"tedistutils.exec_command";"get_pythonexe";"1"
"lib_core.test_ufunc";"test_ufunc_methods_floaterrors";"omlib._function_base_impl";"method";"2"
"libtests.test_function_base";"test_overwrite_keyword";"omlib._function_base_impl";"a3.copy";"1"
"numpy.polynomial.tests.test_classes";"test_divmod";"numpy.polynomial.tests.test_classes";"assert_poly_almost_equal";"18"
"omma.core";"sort";"omma.core";"np.take_along_axis";"1"
"lib_core.test_ufunc";"_check_neg_zero";"libtests.test_regression";"np.signbit";"2"
"randomtests.test_random";"test_wald";"numpy.matlib";"np.random.wald";"1"
"lib_core.test_array_coercion";"test_empty_string";"randomtests.test_smoke";"np.dtype";"1"
"omtests.test_core";"test_view_to_flexible_dtype";"omma.mrecords";"a.a.view";"2"
"omtests.test_core";"test_basic_ufuncs";"lib_core.defchararray";"less";"1"
"testingtests.test_utils";"test_float16_pass";"numpy.polynomial.tests.test_hermite_e";"np.finfo";"2"
"distutilscommand.build_src";"get_swig_target";"omlib._datasource";"open";"1"
"liblinalg._linalg";"eigh";"libtests.test_regression";"w.astype";"1"
"randomtests.test_randomstate";"test_poisson_exceptions";"numpy.polynomial.tests.test_hermite_e";"np.iinfo";"1"
"randomtests.test_direct";"test_generator_spawning";"libtests.test_loadtxt";"rng.bit_generator.spawn";"1"
"lib_core.test_custom_dtypes";"test_sfloat_promotion";"libtests.test_regression";"np.result_type";"5"
"randomtests.test_generator_mt19937";"test_shuffle_custom_axis";"libtests.test_regression";"np.arange";"2"
"libtests.test_type_check";"test_cmplx";"omma.testutils";"assert_equal";"2"
"tedistutils.mingw32ccompiler";"_build_import_library_x86";"numpy.polynomial.tests.test_hermite_e";"log.info";"1"
"omtests.test_mrecords";"test_set_fields_mask";"omma.testutils";"assert_equal";"4"
"lib_core.test_numeric";"test_var";"numpy.polynomial.tests.test_hermite_e";"warnings.filterwarnings";"1"
"lib_core.test_deprecations";"test_deprecate_unparsable_data_file";"omma.core";"np.array";"1"
"lib_core.test_regression";"f";"numpy.polynomial.tests.test_hermite_e";"uf";"1"
"lib_core.test_regression";"test_structured_type_to_object";"omma.core";"np.array";"1"
"lib_core.test_defchararray";"test_join";"distutilstests.test_ccompiler_opt";"assert_";"1"
"omlib._npyio_impl";"first_write";"tedistutils.mingw32ccompiler";"type";"1"
"omlib._scimath_impl";"log";"omlib._scimath_impl";"nx.log";"1"
"randomtests.test_generator_mt19937";"test_chisquare";"omma.core";"assert_array_almost_equal";"2"
"f2pytests.util";"__init__";"libtests.test_regression";"super";"1"
"distutilsfcompiler.__init__";"show_fcompilers";"omma.core";"compilers_na.sort";"1"
"libtests.test_io";"test_dtype_with_object";"lib_core.test_ufunc";"datetime";"4"
"libtests.test_io";"test_gzip_loadtxt";"numpy.polynomial.tests.test_hermite_e";"f.write";"1"
"omtests.test_ctypeslib";"test_pointer";"randomtests.test_randomstate_regression.N";"POINTER";"1"
"omlib._polynomial_impl";"fmt_float";"lib_core.strings";"s.endswith";"1"
"lib_core.test_umath";"test_unsigned_signed_direct_comparison";"numpy.polynomial.tests.test_hermite_e";"np.iinfo";"1"
"lib_core.test_umath";"test_float_remainder_exact";"lib_core.records";"list";"4"
"numpy.polynomial.tests.test_symbol";"test_convert";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"matrixlibtests.test_defmatrix";"test_notimplemented";"distutilstests.test_ccompiler_opt";"assert_raises";"2"
"omtests.test_mrecords";"test_byview";"lib_core.test_ufunc";"base._data.view";"1"
"lib_core._exceptions";"_display_as_base";"lib_core.test_array_coercion";"issubclass";"1"
"distutilscommand.build_scripts";"run";"numpy.polynomial.tests.test_hermite_e";"self.generate_scripts";"1"
"lib_core.test_abc";"test_complex";"omlib._function_base_impl";"t";"2"
"libtests.test_recfunctions";"test_structured_to_unstructured";"omma.testutils";"assert_equal";"11"
"omtests.test_core";"test_basic_arithmetic";"lib_core._ufunc_config";"divide";"1"
"libtests.test_io";"test_empty_file";"tedistutils.log";"suppress_warnings";"1"
