"source-path";"source-operation";"target-path";"target-operation";"calls"
"liblinalg._linalg";"eig";"libtests.test_regression";"isComplexType";"2"
"libtests.test_function_base";"test_indexing";"omma.core";"np.array";"2"
"lib_core.test_einsum";"check_einsum_sums";"omma.core";"np.tensordot";"4"
"omlib.recfunctions";"merge_arrays";"libtests.test_regression";"zip";"2"
"lib_core.test_nditer";"test_warn_noclose";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"1"
"omlib._arraypad_impl";"pad";"omlib._arraypad_impl";"_set_wrap_both";"1"
"lib_core._dtype";"_datetime_metadata_str";"numpy.polynomial.tests.test_hermite_e";"format";"2"
"lib_core.test_ufunc";"test_vecdot_subclass";"omma.core";"np.arange.reshape.view";"2"
"lib_core.test_indexing";"test_boolean_indexing_fast_path";"numpy.matlib";"np.ones";"2"
"libtests.test_polynomial";"test_str_leading_zeros";"omlib._polynomial_impl";"np.poly1d";"2"
"libtests.test_histograms";"test_error_binnum_type";"libtests.test_regression";"np.linspace";"1"
"omma.mrecords";"fromarrays";"lib_core.records";"list";"1"
"omma.extras";"notmasked_edges";"omma.core";"getmaskarray";"1"
"omtests.test_core";"test_minmax_dtypes";"omma.core";"ym.min";"1"
"lib_core.test_nditer";"test_iter_buffered_cast_byteswapped_complex";"libtests.test_regression";"a.view.byteswap";"3"
"lib_core.test_nditer";"test_iter_write_buffering";"lib_core.fromnumeric";"a.ravel";"1"
"f2pytests.test_symbolic";"worker";"ffttests.test_pocketfft";"worker";"6"
"libtests.test_function_base";"test_object_dtype";"omma.core";"np.array";"2"
"lif2py.capi_maps";"getctype";"lif2py.cfuncs";"errmess";"4"
"matrixlibtests.test_defmatrix";"test_basic";"distutilstests.test_ccompiler_opt";"assert_";"23"
"liblinalg._linalg";"vector_norm";"omlib._twodim_base_impl";"range";"2"
"lib_core.test_defchararray";"test_not_equal";"omma.core";"assert_array_equal";"1"
"omma.timer_comparison";"test_99";"numpy.polynomial.tests.test_hermite_e";"self.masked_array";"5"
"liblinalg._linalg";"isComplexType";"lib_core.test_array_coercion";"issubclass";"1"
"omlib._iotools";"__init__";"numpy.polynomial.tests.test_hermite_e";"self.func";"1"
"lib_core.test_dtype";"test_structured_object_take_and_repeat";"lib_core.test_ufunc";"gc.collect";"2"
"numpy.conftest";"pytest_terminal_summary";"lib_core.test_overrides";"sys._is_gil_enabled";"1"
"lif2py.crackfortran";"appenddecl";"omlib._function_base_impl";"setkindselector";"1"
"libtests.test_function_base";"test_overwrite_keyword";"omma.core";"np.array";"2"
"randomtests.test_randomstate_regression";"test_randint_117";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"1"
"omlib._npyio_impl";"_ensure_ndmin_ndarray_check_param";"libtests.test_function_base";"ValueError";"1"
"lib_core.test_simd";"test_arithmetic_subadd_saturated";"numpy.polynomial.tests.test_hermite_e";"self._int_min";"1"
"omtests.test_subclassing";"__setitem__";"libtests.test_regression";"super";"1"
"lib_core.test_multiarray";"test_dtype_bool";"omma.core";"assert_array_equal";"1"
"lib_core.test_datetime";"test_datetime_arange";"omma.testutils";"assert_equal";"10"
"lif2py.crackfortran";"cracktypespec0";"lib_core.test_ufunc";"re.match";"2"
"lib_core.test_numeric";"test_for_reference_leak";"numpy.matlib";"np.zeros";"1"
"matrixlibtests.test_defmatrix";"test_exceptions";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"lib_core.test_numerictypes";"test_names_are_undersood_by_dtype";"randomtests.test_smoke";"np.dtype";"1"
"omma.core";"masked_where";"omma.core";"make_mask";"1"
"tedistutils.conv_template";"parse_structure";"omma.core";"spanlist.append";"1"
"omtests.test_extras";"test_dot_out";"omma.core";"dot";"1"
"lib_core.test_multiarray";"test_strided_loop_alignments";"numpy.polynomial.tests.test_hermite_e";"xf128.xf128.copy";"1"
"randomtests.test_random";"test_multivariate_normal";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"tedistutils.misc_util";"add_extension";"tedistutils.misc_util";"njoin";"1"
"lib_core.test_ufunc";"test_ufunc_at_multiD";"omma.core";"np.arange.reshape";"7"
"lib_core.test_regression";"test_buffer_hashlib";"lib_core.test_ufunc";"sha256.hexdigest";"1"
"omlib._function_base_impl";"_vectorize_call";"numpy.polynomial.tests.test_hermite_e";"ufunc";"1"
"omlib._index_tricks_impl";"diag_indices_from";"numpy.polynomial.tests.test_hermite_e";"array_function_dispatch";"1"
"numpy.polynomial.tests.test_chebyshev";"test_chebvander";"numpy.polynomial.chebyshev";"cheb.chebval";"2"
"lib_core.test_scalarmath";"check_ufunc_scalar_equivalence";"numpy.polynomial.tests.test_hermite_e";"warnings.simplefilter";"1"
"numpy.polynomial.tests.test_polynomial";"test_linear_root";"distutilstests.test_ccompiler_opt";"assert_";"1"
"lib_core.records";"__init__";"numpy.polynomial.tests.test_hermite_e";"self._parseFormats";"1"
"lib_core.test_extint128";"test_safe_binop";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"lib_core.test_simd";"test_reduce_max_min";"omma.core";"min";"1"
"lib_core.test_dtype";"test_float_alias_names";"omlib._npyio_impl";"getattr";"1"
"lib_core.test_half";"test_spacing_nextafter";"libtests.test_regression";"np.spacing";"4"
"libtests.test_nanfunctions";"test_scalar";"omma.extras";"np.nanmedian";"1"
"omtests.test_core";"test_default_fill_value";"numpy.polynomial.tests.test_hermite_e";"default_fill_value";"3"
"lib_core.test_strings";"test_rpartition";"omlib._twodim_base_impl";"np.strings.rpartition";"2"
"distutilstests.test_build_ext";"test_multi_fortran_libs_link";"libtests.test_regression";"pytest.skip";"1"
"numpy.ctypeslib";"from_param";"libtests.test_regression";"TypeError";"5"
"libtests.test_nanfunctions";"test_keepdims";"distutilstests.test_ccompiler_opt";"assert_";"5"
"lif2py.crackfortran";"analyzeline";"lif2py.crackfortran";"rmbadname";"3"
"lib_core.test_ufunc";"test_reducelike_output_needs_identical_cast";"libtests.test_regression";"np.add.reduceat";"2"
"lib_core.test_multiarray";"test_uint64_fromstring";"omma.core";"np.array";"1"
"lib_core.test_multiarray";"test_tuple";"omma.core";"assert_array_equal";"2"
"randomtests.test_randomstate";"test_shuffle_masked";"omma.core";"np.reshape";"1"
"libtests.test_function_base";"test_complex";"omlib._function_base_impl";"i0";"1"
"numpy.polynomial.tests.test_chebyshev";"test_chebvander2d";"numpy.polynomial.chebyshev";"cheb.chebvander2d";"2"
"tedistutils.cpuinfo";"_has_3dnowext";"lib_core.test_ufunc";"re.match";"1"
"f2pytests.test_regression";"test_gh26623";"tedistutils.ccompiler_opt";"util.getpath";"1"
"tedistutils.ccompiler_opt";"til";"lib_core.test_ufunc";"enumerate";"1"
"randomtests.test_direct";"test_legacy_pickle";"omlib._shape_base_impl";"os.path.split";"1"
"lib_core.test_multiarray";"test_load_object_array_fromfile";"omlib._datasource";"open";"2"
"f2pytests.test_symbolic";"collect_symbols3";"numpy.polynomial.tests.test_hermite_e";"f";"1"
"lif2py.f90mod_rules";"iadd";"numpy.polynomial.tests.test_hermite_e";"efargs.append";"1"
"libtests.test_function_base";"test_no_p_overwrite";"libtests.test_regression";"np.arange";"4"
"numpy.polynomial.tests.test_classes";"test_call";"numpy.polynomial.tests.test_chebyshev";"p";"1"
"matrixlibtests.test_defmatrix";"test_expand_dims_matrix";"libtests.test_regression";"np.arange";"1"
"libtests.test_function_base";"test_axes";"distutilstests.test_ccompiler_opt";"assert_raises";"4"
"f2pytests.test_array_from_pyobj";"__str__";"lif2py.auxfuncs";"str";"1"
"libtests.test_io";"test_shaped_dtype";"lib_core.test_ufunc";"TextIO";"2"
"f2pytests.test_character";"test_gh4519";"numpy.polynomial.tests.test_hermite_e";"f";"1"
"lib_core.numerictypes";"_register_types";"lib_core.test_ufunc";"numbers.Integral.register";"1"
"lib_core.test_mem_overlap";"test_overlapping_assignments";"lib_core.numeric";"_indices";"1"
"f2pytests.test_character";"test_input_output";"omma.testutils";"assert_equal";"3"
"omtests.test_core";"test_fillvalue_individual_fields";"omma.testutils";"assert_equal";"5"
"lib_core.shape_base";"unstack";"libtests.test_regression";"tuple";"1"
"libtests.test_function_base";"test_return_dtype";"omlib._function_base_impl";"select";"3"
"liblinalg._linalg";"svd";"liblinalg._linalg";"_umath_linalg.svd";"1"
"lib_core.test_simd";"test_arithmetic_fused";"numpy.polynomial.tests.test_hermite_e";"self.muladd";"1"
"matrixlibtests.test_masked_matrix";"test_matrix_indexing";"omlib._twodim_base_impl";"np.matrix";"2"
"matrixlibtests.test_masked_matrix";"test_compressed";"omlib._twodim_base_impl";"np.matrix";"1"
"omlib._iotools";"__init__";"omlib._shape_base_impl";"missing_values.split";"1"
"lib_core._internal";"_promote_fields";"_core";"len";"1"
"numpy.polynomial.tests.test_laguerre";"test_100";"lib_core.fromnumeric";"w.sum";"1"
"lib_core.test_umath";"test_sincos_values";"omma.core";"np.array";"2"
"lib_core.test_arrayprint";"_format_function";"lib_core.test_multiarray.x";"hex";"1"
"tedistutils.mingw32ccompiler";"msvc_manifest_xml";"libtests.test_function_base";"ValueError";"1"
"omma.extras";"__call__";"omma.core";"x.__array__";"1"
"numpy.polynomial.tests.test_printing";"test_empty_formatstr";"numpy.polynomial.tests.test_hermite_e";"format";"1"
"omlib._index_tricks_impl";"__getitem__";"libtests.test_regression";"tuple";"3"
"libtests.test_type_check";"test_float";"distutilstests.test_ccompiler_opt";"assert_all";"2"
"lib_core.test_indexing";"test_broadcast_error_reports_correct_shape";"numpy.matlib";"np.zeros";"2"
"lib_core.test_simd";"test_comparison_with_nan";"numpy.polynomial.tests.test_hermite_e";"self._ninfinity";"1"
"omtests.test_core";"test_basic_ufuncs";"omlib._scimath_impl";"sqrt";"1"
"lib_core.records";"__repr__";"_core";"len";"1"
"lib_core.test_mem_overlap";"_indices_for_axis";"libtests.test_regression";"itertools.product";"1"
"lib_core.test_multiarray";"test_datetime";"omma.testutils";"assert_equal";"4"
"lif2py.crackfortran";"appenddecl";"lib_core.records";"list";"1"
"lib_core._methods";"_var";"omma.mrecords";"x.view";"1"
"f2pytests.test_return_logical";"test_all_f90";"omlib._shape_base_impl";"split";"1"
"lib_core.test_multiarray";"test_multifield_indexing_view";"randomtests.test_smoke";"np.dtype";"1"
"tedistutils.cpuinfo";"_is_IP30";"numpy.polynomial.tests.test_hermite_e";"self.__machine";"1"
"lib_core.test_scalarmath";"_test_abs_func";"omma.testutils";"assert_equal";"6"
"omtests.test_core";"test_ne_for_strings";"omma.core";"array";"2"
"lif2py.symbolic";"as_terms";"tedistutils.mingw32ccompiler";"type";"1"
"lif2py.f90mod_rules";"dadd";"py_utils._inspect";"join";"1"
"omma.core";"__format__";"tedistutils.log";"warnings.warn";"1"
"typingtests.test_typing";"_test_fail";"lib_core.test_ufunc";"AssertionError";"2"
"lib_core.test_simd";"test_arithmetic_subadd";"libtests.test_regression";"zip";"2"
"linalgtests.test_linalg";"test_stacked_inputs";"omlib._twodim_base_impl";"pytest.mark.parametrize";"3"
"libtests.test_io";"test_default_field_format";"omma.testutils";"assert_equal";"1"
"testing_private.utils";"_filter";"numpy.polynomial.tests.test_hermite_e";"self._clear_registries";"1"
"lif2py.f2py2e";"preparse_sysargv";"libtests.test_regression";"parser.parse_known_args";"1"
"lib_core.test_ufunc";"test_keepdims_argument";"lib_core.fromnumeric";"sum";"16"
"tedistutils.cpuinfo";"__init__";"lib_core.test_umath_complex";"winreg.EnumKey";"1"
"randomtests.test_smoke";"test_pareto";"numpy.polynomial.tests.test_hermite_e";"self.rg.pareto";"1"
"omlib._nanfunctions_impl";"nanvar";"lib_core.fromnumeric";"cnt.squeeze";"1"
"matrixlibtests.test_interaction";"test_nanfunctions_matrices";"numpy.matlib";"np.eye";"1"
"omtests.test_extras";"test_stack_nd";"numpy.matlib";"np.random.randint";"8"
"py_utils._inspect";"formatargspec";"omma.core";"specs.append";"3"
"lib_core.test_simd";"test_arithmetic_fused";"numpy.polynomial.tests.test_hermite_e";"self.nmulsub";"1"
"lib_core.test_umath";"test_pos_nan";"distutilstests.test_ccompiler_opt";"assert_";"1"
"testing_private.utils";"build_err_msg";"om_typing._nested_sequence";"r.count";"1"
"lib_core.test_dtype";"test_expired_dtypes_with_bad_bytesize";"libtests.test_regression";"pytest.raises";"7"
"omlib._version";"__init__";"_core";"len";"1"
"libtests.test_nanfunctions";"test_small_large";"numpy.matlib";"np.random.randn";"1"
"omtests.test_public_api";"test_NPY_NO_EXPORT";"omlib._npyio_impl";"getattr";"1"
"tedistutils.misc_util";"add_data_files";"libtests.test_regression";"os.sep.join";"1"
"lib_core.test_umath";"test_division_int_timedelta";"libtests.test_regression";"np.errstate";"1"
"randomtests.test_randomstate_regression";"test_permutation_subclass";"libtests.test_regression";"np.arange";"3"
"lib_core._dtype";"_construction_repr";"numpy.polynomial.polyutils";"_subarray_str";"1"
"pycore.arrayprint";"__getattr__";"tedistutils.log";"_raise_warning";"1"
"omtests.test_core";"test_diagonal_view";"omma.core";"x.diagonal";"3"
"numpy.polynomial.tests.test_hermite_e";"test_hermefromroots";"omlib._twodim_base_impl";"range";"1"
"lib_core.test_multiarray";"test_vecself";"omma.core";"np.inner";"1"
"lib_core.test_deprecations";"test_deprecate_unparsable_data_file";"omma.core";"assert_array_equal";"1"
"lif2py.crackfortran";"crack2fortrangen";"lif2py.crackfortran";"setmesstext";"1"
"libtests.test_arraysetops";"_run_axis_tests";"libtests.test_regression";"result.astype";"3"
"lib_core.test_datetime";"test_datetime_unary";"libtests.test_regression";"np.sign";"4"
"lib_core.test_numeric";"test_simple_complex";"numpy.polynomial.tests.test_hermite_e";"self._generate_data_complex";"1"
"lib_core.test_cpu_features";"load_flags_auxv";"omlib._twodim_base_impl";"s.strip";"1"
"lib_core.test_multiarray";"test_writeable";"omma.core";"np.putmask";"1"
"omtests.test_core";"test_where";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"1"
"lib_core.test_defchararray";"test_len";"distutilstests.test_ccompiler_opt";"assert_";"1"
"libtests.test_function_base";"test_weights";"omma.testutils";"assert_almost_equal";"3"
"libtests.test_nanfunctions";"test_keepdims";"omma.testutils";"assert_equal";"14"
"omtests.test_regression";"test_masked_array_create";"omma.core";"np.ma.masked_array";"1"
"randomtests.test_generator_mt19937";"test_choice_return_type";"numpy.matlib";"np.ones";"1"
"lib_core._dtype";"_struct_list_str";"numpy.polynomial.tests.test_hermite_e";"_unpack_field";"1"
"randomtests.test_random";"test_wald";"numpy.polynomial.tests.test_hermite_e";"self.setSeed";"2"
"lib_core.test_memmap";"test_ufunc_return_ndarray";"distutilstests.test_ccompiler_opt";"assert_";"7"
"randomtests.test_direct";"test_pickle";"omma.core";"assert_array_equal";"1"
"lib_core.test_umath";"test_negative_zero";"lib_core.test_ufunc";"ncu.arctan2";"2"
"randomtests.test_generator_mt19937";"test_multivariate_normal";"tedistutils.log";"assert_no_warnings";"1"
"libtests.test_recfunctions";"inspect";"libtests.test_regression";"np.memmap";"1"
"lib_core.test_datetime";"test_limit_str_roundtrip";"omlib._twodim_base_impl";"pytest.mark.parametrize";"2"
"libtests.test_polynomial";"test_complex";"lib_core.fromnumeric";"all";"2"
"distutilsfcompiler.sun";"get_flags_f77";"omma.core";"ret.append";"2"
"lib_core.defchararray";"decode";"lib_core.strings";"decode";"1"
"omlib._nanfunctions_impl";"nanpercentile";"numpy.polynomial.tests.test_hermite_e";"fnb._quantile_is_valid";"1"
"distutilstests.test_mingw32ccompiler";"test_build_import";"tedistutils.ccompiler_opt";"shutil.move";"2"
"omlib.recfunctions";"_drop_descr";"numpy.polynomial.tests.test_hermite_e";"array_function_dispatch";"1"
"numpy.polynomial.tests.test_chebyshev";"test_chebder";"numpy.polynomial.polyutils";"trim";"6"
"omtests.test_ctypeslib";"test_padded_union";"omma.testutils";"assert_equal";"2"
"tedistutils.mingw32ccompiler";"_build_import_library_amd64";"numpy.polynomial.tests.test_hermite_e";"find_python_dll";"1"
"lib_core.test_datetime";"test_datetime_divide";"numpy.polynomial.polyutils";"np.true_divide";"1"
"lib_core.test_arrayprint";"test_floatmode";"numpy.polynomial.tests.test_hermite_e";"np.float64";"1"
"lib_core.test_scalarmath";"test_zero_division";"distutilstests.test_ccompiler_opt";"assert_";"6"
"lib_core.test_umath";"test_cbrt";"libtests.test_regression";"np.cbrt";"4"
"tedistutils.ccompiler_opt";"cache_hash";"lif2py.auxfuncs";"str";"1"
"omtests.test_extras";"test_1d_without_missing";"numpy.polynomial.tests.test_hermite_e";"np.corrcoef";"3"
"lif2py.f2py2e";"run_main";"lib_core.test_ufunc";"ret.keys";"1"
"lib_core.test_custom_dtypes";"test_sfloat_casts";"omma.mrecords";"a.view";"2"
"libtests.test_format";"test_huge_header_npz";"randomtests.test_extending";"np.load";"4"
"typingtests.ndarray_misc";"test_issubclass";"omma.core";"i4.min";"1"
"omma.extras";"in1d";"omma.extras";"unique";"2"
"lib_core.fromnumeric";"put";"omma.core";"put";"1"
"libtests.test_function_base";"test_single_item_array_non_int";"numpy.matlib";"np.ones";"5"
"lib_core.test_numeric";"test_array_double";"numpy.matlib";"np.zeros";"1"
"tedistutils.misc_util";"_commandline_dep_string";"py_utils._inspect";"join";"3"
"tedistutils.mingw32ccompiler";"_check_for_import_lib";"omma.core";"candidates.append";"1"
"distutilsfcompiler.__init__";"get_flags";"numpy.polynomial.tests.test_hermite_e";"self.set_commands";"6"
"omtests.test_core";"test_where_object";"omlib._function_base_impl";"b.copy";"1"
"tedistutils.misc_util";"make_hg_version_py";"tedistutils.misc_util";"njoin";"1"
"omtests.test_core";"test_minmax";"distutilstests.test_ccompiler_opt";"assert_";"2"
"lib_core.numeric";"correlate";"numpy.polynomial.tests.test_hermite_e";"array_function_dispatch";"1"
"f2pytests.test_array_from_pyobj";"__init__";"omlib._function_base_impl";"copy.deepcopy";"1"
